days_infectious_community,days_in_quar,t_latent,t_incubation,t_post_incubation,time_discharged
14.6696621332096,14,1,11.7746748084677,5.64498732474197,378
1.21744344536655,14,1,4.44666714853929,5.52077629682726,1425
9.46991760545794,14,1,5.11692768422126,5.35298992123668,2166
14.5282757421684,14,1,5.7533433581972,9.77493238397122,3577
8.57771829315374,14,1,5.67132142790664,5.9063968652471,3577
8.46281944490937,14,1,2.39013799863602,7.07268144627336,5940
11.7598415160446,14,1,6.99058855627963,7.26925295976497,5940
10.8798512875653,14,1,2.72411085503853,9.65574043252677,5940
12.7345006984025,14,1,7.78771966077877,7.69678103762374,6452
5.62714685496606,14,1,1.60446237663103,6.27268447833504,6745
8.80074733463368,14,1,5.30726910989402,6.99347822473966,7157
7.32711003888243,14,1,3.68944451004131,5.38766552884112,8142
2.22926737438381,18,1,6.67100457076049,8.05826280362332,9346
9.95388202253591,14,1,4.43387930785806,8.52000271467785,11803
8.46172995184199,14,1,3.99602869771288,5.46570125412911,14158
7.41456443154249,14,1,4.02311975848431,6.64144467305818,16891
10.8792826327085,14,1,5.9144369808709,6.21484565183759,16971
10.3384647309914,14,1,6.02794574015844,7.06051899083295,17541
13.434302274588,14,1,10.1722084893735,5.76209378521448,18274
12.0745829394052,14,1,5.12685817031956,9.44772476908561,18510
8.58469793982584,14,1,5.44025561702586,5.64444232279998,18516
8.91503989507115,14,1,5.3373060062449,5.57773388882625,18936
8.57657534747892,14,1,2.97946847094795,8.34710687653097,19434
1.8204653321276,18,1,12.0906234092008,9.22984192292679,19481
